company_name,company_number,company_status,company_type,date_of_cessation,date_of_creation,sic_codes,company_subtype,address_line_1,locality,postal_code,address_line_2,region,country,SICCODE_0,SICCODE_1,SICCODE_2,SICCODE_3,Value
95 AVENUE ROAD RTM COMPANY LIMITED,5091869,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,02-04-2004,[68310],,4 PANTON STREET,LONDON,SW1Y 4SW,HAYMARKET,,ENGLAND,68310,,,,
96 GLOUCESTER ROAD (KENSINGTON) LIMITED,4395833,Active,ltd,,15-03-2002,[68310],,1 WEST STREET,SUSSEX,BN7 2NZ,LEWES,,,68310,,,,
971 PROPERTY LTD,SC618502,Active,ltd,,17-01-2019,[68310],,3/1 SAUGHTON CRESCENT,EDINBURGH,EH12 5SJ,,MIDLOTHIAN,,68310,,,,
978 ASSET MANAGEMENT LIMITED,12358999,Active,ltd,,11-12-2019,[68310],,5-2-2 THE GATEHOUSE,LANCASTER,LA1 4XQ,WHITE CROSS BUSINESS PARK,,UNITED KINGDOM,68310,,,,
978 INVESTMENT LIMITED,10805696,Active,ltd,,06-06-2017,[68310],,5-2-2 THE GATEHOUSE WHITE CROSS BUSINESS PARK,LANCASTER,LA1 4XQ,SOUTH ROAD,,ENGLAND,68310,,,,
99 CAPITAL INVESTMENT & MANAGEMENT LIMITED,12182170,Active,ltd,,30-08-2019,[68310],,UNIT 24 HIGHCROFT INDUSTRIAL ESTATE,WATERLOOVILLE,PO8 0BT,ENTERPRISE ROAD,,UNITED KINGDOM,68310,,,,
99HOME LTD,10469887,Active,ltd,,09-11-2016,[68310],,38A COURT PARADE,WEMBLEY,HA0 3HS,EAST LANE,,UNITED KINGDOM,68310,,,,
@COTSWOLDVILLE LTD,12747013,Active - Proposal to Strike off,ltd,,16-07-2020,[68310],,20-22 WENLOCK ROAD,LONDON,N1 7GU,,,ENGLAND,68310,,,,
@HOME (SOUTH WEST) LTD.,5937795,Active,ltd,,18-09-2006,[68310],,8 HOWARD WALK,BRISTOL,BS30 5WE,BRIDGEYATE,,ENGLAND,68310,,,,
@HOME ESTATE AGENTS (BATH) LIMITED,8266797,Active,ltd,,24-10-2012,[68310],,13 MOORLAND ROAD,BATH,BA2 3PL,,,,68310,,,,
@HOME IN DURHAM LIMITED,11736731,Active,ltd,,20-12-2018,[68310],,7 HOLEY CLOSE,MIDDLESBROUGH,TS8 9RD,HEMLINGTON,North Yorkshire,UNITED KINGDOM,68310,,,,
"@PROPERTIES U.K. HOLDINGS, LTD",13763570,Active,ltd,,24-11-2021,[68310],,"SUITE 1, 7TH FLOOR",LONDON,SW1H 0BL,50 BROADWAY,,UNITED KINGDOM,68310,,,,
A & A PROPERTY CONSULTANTS LTD,6673338,Active,ltd,,14-08-2008,[68310],,21 PINE GROVE,HERTSMERE,WD23 2DY,BUSHEY,Hertfordshire,,68310,,,,
A & C HOMES LIMITED,9375828,Active,ltd,,06-01-2015,[68310],,9 KING STREET,BARTON UPON HUMBER,DN18 5ER,,SOUTH HUMBERSIDE,,68310,,,,
A & D (NORWICH) LIMITED,7478061,Active,ltd,,23-12-2010,[68310],,C/O MURRELLS LIMITED,NORWICH,NR1 1UA,69-75 THORPE ROAD,,ENGLAND,68310,,,,
A & F ESTATE AGENTS LIMITED,11301611,Active,ltd,,10-04-2018,[68310],,18 COLLEGE STREET,BURNHAM-ON-SEA,TA8 1AE,,,ENGLAND,68310,,,,
A & F PROPERTY GROUP LIMITED,8251570,Active,ltd,,12-10-2012,[68310],,18 COLLEGE STREET,BURNHAM-ON-SEA,TA8 1AE,,,,68310,,,,
A & F PROPERTY LONDON LTD,12417750,Active,ltd,,21-01-2020,[68310],,34 TURNER STREET,LONDON,E1 2AS,,,ENGLAND,68310,,,,
A & G PROPERTY NETWORK LTD,8780491,Active,ltd,,19-11-2013,[68310],,6A DICKENSONS PLACE,LONDON,SE25 5HL,,,,68310,,,,
A & K ESTATES LTD,11204433,Active,ltd,,14-02-2018,[68310],,"MAGNOLIA HOUSE, SPRING VILLA PARK",EDGWARE,HA8 7EB,11 SPRING VILLA ROAD,,ENGLAND,68310,,,,
A & M MARKHAM LIMITED,10476853,Active,ltd,,14-11-2016,[68310],,CAVENDISH HOUSE,CLECKHEATON,BD19 4TE,LITTLEWOOD DRIVE,West Yorkshire,UNITED KINGDOM,68310,,,,
A & M PROPERTY SERVICES (KENT) LTD,5014696,Active,ltd,,14-01-2004,[68310],,INVICTA HOUSE,BEXLEY,DA5 1HH,IRIS AVENUE,Kent,,68310,,,,
A & N LETTINGS LIMITED,6164591,Active,ltd,,16-03-2007,[68310],,C/O 2ND FLOOR,BIRKENHEAD,CH41 5AS,56 HAMILTON SQUARE,MERSEYSIDE,UNITED KINGDOM,68310,,,,
A & P MARNEY LTD,9030325,Active,ltd,,08-05-2014,[68310],,BREDON HOUSE,CALLOW HILL,B97 5PP,BROOKHOUSE LANE,,,68310,,,,
A & R PROPERTY REPAIRS LTD,8544914,Active,ltd,,28-05-2013,[68310],,ONESIXSIX TACS ACCOUNTANTS,HARROW,HA1 1BH,166 COLLEGE ROAD,Middlesex,ENGLAND,68310,,,,
A & S (DEVELOPMENT PROJECTS) LIMITED,5853969,Active,ltd,,21-06-2006,[68310],,59 EASTWOOD ROAD,NOTTINGHAM,NG16 2HX,KIMBERLEY,,,68310,,,,
A & S NEST LIMITED,8927395,Active,ltd,,07-03-2014,[68310],,1A LUTTERWORTH ROAD,LEICESTER,LE8 4DW,BLABY,LEICESTERSHIRE,UNITED KINGDOM,68310,,,,
A & SON PROPERTIES LTD,9209370,Active,ltd,,09-09-2014,[68310],,"UNIT 1, 527 GREEN LANE",ILFORD,IG3 9RH,,,ENGLAND,68310,,,,
A & Y ESTATES LIMITED,6899775,Active,ltd,,08-05-2009,[68310],,365 BALLARDS LANE,LONDON,N12 8LL,,,ENGLAND,68310,,,,
A - SPACE TRADING LTD,6778912,Active,ltd,,23-12-2008,[68310],,1 KINGS AVENUE,LONDON,N21 3NA,,,UNITED KINGDOM,68310,,,,
A 2 Z ESTATE AGENT LTD,10414497,Active - Proposal to Strike off,ltd,,06-10-2016,[68310],,"FLAT 4, ARMSTRONG HOUSE",LONDON,E14 7GQ,1 JOHN NASH MEWS,,,68310,,,,
A B & F PROPERTIES LTD,10164337,Active,ltd,,05-05-2016,[68310],,ALLENSBANK,NARBERTH,SA67 8RF,PROVIDENCE HILL,,UNITED KINGDOM,68310,,,,
A B MORTGAGES & INVESTMENTS LIMITED,9986110,Active,ltd,,03-02-2016,[68310],,19 DEER PARK ROAD,LONDON,SW19 3UX,,,ENGLAND,68310,,,,
A B PROPERTY MANAGEMENT & LETTINGS LTD,13250240,Active,ltd,,08-03-2021,[68310],,68 DAM LANE,WARRINGTON,WA3 6LB,RIXTON,,ENGLAND,68310,,,,
A BRUCE CONSULTING LTD,SC738700,Active,ltd,,19-07-2022,[68310],,272 BATH STREET,GLASGOW,G2 4JR,,,SCOTLAND,68310,,,,
A COOK AGENCY SERVICES LTD,9507720,Active,ltd,,25-03-2015,[68310],,GREENDALE 8 VALE ROAD,NEWTON ABBOT,TQ12 1DZ,DECOY,DEVON,ENGLAND,68310,,,,
A D I CONSULTING LIMITED,12645382,Active,ltd,,04-06-2020,[68310],,17A DANETHORPE ROAD,WEMBLEY,HA0 4RQ,,,ENGLAND,68310,,,,
A D SPECIAL PROJECTS LTD,11136049,Active,ltd,,05-01-2018,[68310],,THE COURTYARD,ASCOT,SL5 7HP,HIGH STREET,Berkshire,ENGLAND,68310,,,,
A DAVIES PROPERTY STRATEGY AND ACQUISITIONS LIMITED,11148288,Active,ltd,,15-01-2018,[68310],,31 CRUTCHFIELD LANE,WALTON-ON-THAMES,KT12 2QY,,,UNITED KINGDOM,68310,,,,
A E MITCHELL PROPERTY SERVICES LIMITED,11173772,Active,ltd,,29-01-2018,[68310],,JACKSON HOUSE,CHINGFORD,E4 7BU,STATION ROAD,London,UNITED KINGDOM,68310,,,,
A F LONDON LIMITED,5880899,Active,ltd,,19-07-2006,[68310],,84 HIGH ST,LONDON,NW10 4SJ,HARLESDEN,,,68310,,,,
A F S PROPERTIES LIMITED,4765406,Active,ltd,,15-05-2003,[68310],,"EXCHANGE HOUSE, ST. CROSS LANE",ISLE OF WIGHT,PO30 5BZ,NEWPORT,,,68310,,,,
A FIGGINS SURVEYORS LTD,12046371,Active,ltd,,12-06-2019,[68310],,1 HEOL MADOC,CARDIFF,CF14 1HB,WHITCHURCH,SOUTH GLAMORGAN,WALES,68310,,,,
A G PROPERTY (UK) LIMITED,8661053,Active,ltd,,22-08-2013,[68310],,358 CEMETERY ROAD,SHEFFIELD,S11 8FT,OMEGA COURT,South Yorkshire,ENGLAND,68310,,,,
A GAHAKWA LIMITED,8923748,Active,ltd,,05-03-2014,[68310],,41 TOWER HAMLETS ROAD,LONDON,E7 9DA,,,ENGLAND,68310,,,,
A H LANSLEY LIMITED,14172493,Active,ltd,,14-06-2022,[68310],,111 OXFORD ROAD,READING,RG1 7UH,,Berkshire,ENGLAND,68310,,,,
A HOME IN THE SUN (UK) LIMITED,8491185,Active,ltd,,16-04-2013,[68310],,74 WOODLANDS AVENUE,LONDON,E11 3QY,,,UNITED KINGDOM,68310,,,,
A HOME IN THE SUN LIMITED,7956098,Active,ltd,,20-02-2012,[68310],,1 GAINSBOROUGH CLOSE,BILLERICAY,CM11 2DB,,Essex,,68310,,,,
A HOME TO RENT LTD,7659393,Active,ltd,,06-06-2011,[68310],,UNIT 16 TOWNMEAD BUSINESS CENTRE,FULHAM,SW6 2SZ,WILLIAM MORRIS WAY,London,,68310,,,,
A HOTZA LTD,14471726,Active,ltd,,09-11-2022,[68310],,11 CASTLE WAY,KETTERING,NN15 6ST,BARTON SEAGRAVE,,ENGLAND,68310,,,,
A J M RESIDENTIAL LTD,10766806,Active,ltd,,11-05-2017,[68310],,AVENUE HOUSE AVENUE HOUSE,HILGAY,PE38 0JL,CHURCH ROAD,NORFOLK,UNITED KINGDOM,68310,,,,
A J PROPERTY CONSULTANCY LTD,11146054,Active - Proposal to Strike off,ltd,,11-01-2018,[68310],,147 STATION ROAD,LONDON,E4 6AG,NORTH CHINGFORD,,UNITED KINGDOM,68310,,,,
A J S MORTGAGE SOLUTIONS LIMITED,9916562,Active,ltd,,15-12-2015,[68310],,41 STANLEY ROAD,RUGBY,CV21 3UE,,Warwickshire,ENGLAND,68310,,,,
A J SHAW LIMITED,7298883,Active,ltd,,29-06-2010,[68310],,LYNWOOD HOUSE,HARROW,HA1 2AW,373-375 STATION ROAD,Middlesex,,68310,,,,
A K BRETT CONSULTANCY LIMITED,12392978,Active,ltd,,08-01-2020,[68310],,124 FINCHLEY ROAD,LONDON,NW3 5JS,,,UNITED KINGDOM,68310,,,,
A K SHUKLA LTD,12455352,Active,ltd,,11-02-2020,[68310],,8 WOODLAND AVENUE,ORMSKIRK,L40 9QL,SCARISBRICK,Lancashire,UNITED KINGDOM,68310,,,,
A L STONE LTD,13341060,Active,ltd,,16-04-2021,[68310],,CAVENDISH HOUSE LITTLEWOOD DRIVE,CLECKHEATON,BD19 4TE,WEST 26 INDUSTRIAL ESTATE,,ENGLAND,68310,,,,
A LIMITED,11790215,Active,ltd,,28-01-2019,[68310],,38 SPRINGFIELD ROAD,GILLINGHAM,ME7 1YJ,,Kent,ENGLAND,68310,,,,
A M A S LIMITED,1131592,Active,ltd,,29-08-1973,[68310],,30 WARWICK STREET,LONDON,W1B 5NH,,,,68310,,,,
A M ARTHAN LIMITED,6254433,Active,ltd,,21-05-2007,[68310],,1 CHURCH STREET,TELFORD,TF1 1DD,WELLINGTON,SHROPSHIRE,,68310,,,,
A M ASSET MANAGEMENT LTD,13597248,Active,ltd,,01-09-2021,[68310],,128 CITY ROAD,LONDON,EC1V 2NX,,,UNITED KINGDOM,68310,,,,
A M B I INVESTMENTS LIMITED,4234863,Active,ltd,,14-06-2001,[68310],,29 LONGBRIDGE ROAD,,IG11 8TN,ESSEX,,,68310,,,,
A M FAGAN ESTATE AGENTS LTD,SC516975,Active,ltd,,01-10-2015,[68310],,"UNIT 35, COATBRIDGE BUSINESS CENTRE",COATBRIDGE,ML5 3RB,204 MAIN STREET,,SCOTLAND,68310,,,,
A M S 786 LTD,10486254,Active,ltd,,18-11-2016,[68310],,580 STOCKPORT ROAD,MANCHESTER,M13 0RQ,LONGSIGHT,,UNITED KINGDOM,68310,,,,
A MODERN TWIST LIMITED,3590941,Active,ltd,,01-07-1998,[68310],,5 FLETCHER STREET,ASHTON-UNDER-LYNE,OL6 6BY,,Lancashire,,68310,,,,
A N ESTATES LTD,7500811,Active,ltd,,21-01-2011,[68310],,410 RAYNERS LANE,PINNER,HA5 5DY,,,ENGLAND,68310,,,,
A NEW HOME LIMITED,11767439,Active,ltd,,15-01-2019,[68310],,BUSHES WIND HILL,ONGAR,CM5 0DS,MAGDALEN LAVER,,ENGLAND,68310,,,,
A P PROPERTY SOLUTIONS LTD,7216137,Active,ltd,,08-04-2010,[68310],,REAR OFFICE,LONDON,SW20 0LP,38 LAMBTON ROAD,,ENGLAND,68310,,,,
A PROPERTY SHOP LIMITED,7150454,Active,ltd,,09-02-2010,[68310],,118 UXBRIDGE ROAD,LONDON,W7 3SU,,,,68310,,,,
A R LETTINGS MANAGEMENT LTD,8349995,Active,ltd,,07-01-2013,[68310],,47 HATHERLEY GARDENS,LONDON,E6 3HG,,,,68310,,,,
A R POOLE LTD,12172806,Active - Proposal to Strike off,ltd,,23-08-2019,[68310],,"11 BISHOPSTOKE MANOR, CHURCH ROAD",EASTLEIGH,SO50 6QD,BISHOPSTOKE,HANTS,UNITED KINGDOM,68310,,,,
A REGENT LTD,SC468466,Active,ltd,,28-01-2014,[68310],,91 MITCHELL STREET,GLASGOW,G1 3LN,,,SCOTLAND,68310,,,,
A S COMMERCIAL PROPERTY LIMITED,9977601,Active,ltd,,29-01-2016,[68310],,"SHOPPING PALACE 345 NORTH END ROAD,",LONDON,SW6 1NN,FULHAM,,ENGLAND,68310,,,,
A SMART MOVE RESIDENTIAL LIMITED,12103472,Active - Proposal to Strike off,ltd,,15-07-2019,[68310],,108 HIGH STREET,AYLESBURY,HP20 1RB,,Buckinghamshire,UNITED KINGDOM,68310,,,,
A SPACE IN THE CITY LTD,5537201,Active,ltd,,16-08-2005,[68310],,4TH FLOOR 14 MUSUEM PLACE,CARDIFF,CF10 3BH,CITY CENTRE,GLAMORGAN,WALES,68310,,,,
A SQUARE ESTATE AGENTS LTD,11574979,Active,ltd,,18-09-2018,[68310],,C/O DIRENCH & CO 151 WEST GREEN ROAD,LONDON,N15 5EA,SEVEN SISTERS,,ENGLAND,68310,,,,
A T ESTATES LIMITED,5847329,Active,ltd,,15-06-2006,[68310],,225 NANTWICH ROAD,CREWE,CW2 6BY,,,,68310,,,,
A T F RETAIL LIMITED,9196582,Active,ltd,,30-08-2014,[68310],,VERDEMAR HOUSE,WHITLEY BAY,NE26 3QR,230 PARK VIEW,TYNE AND WEAR,,68310,,,,
A TO BEE PROPERTY LTD,13736566,Active,ltd,,10-11-2021,[68310],,24 MOUNTBATTEN CLOSE,BURY,BL9 8PU,,,ENGLAND,68310,,,,
A TO Z PROPERTY GROUP LIMITED,11735421,Active,ltd,,19-12-2018,[68310],,IMPERIAL OFFICES,LONDON,E6 2JG,HEIGHAM ROAD,,,68310,,,,
A TOOLAN LTD,11693315,Active,ltd,,23-11-2018,[68310],,8 CHALK LANE,BARNET,EN4 9HZ,COCKFOSTERS,Hertfordshire,UNITED KINGDOM,68310,,,,
A V PROPERTY MANAGEMENT LTD,8480191,Active,ltd,,09-04-2013,[68310],,9 HENRY ADDLINGTON CLOSE,LONDON,E6 6NB,,,ENGLAND,68310,,,,
A WILLIAMS PROPERTIES LTD,13082546,Active - Proposal to Strike off,ltd,,15-12-2020,[68310],,6 HILLCREST ROAD,CHATHAM,ME4 6EG,,,ENGLAND,68310,,,,
A Z REAL ESTATE LIMITED,8197248,Active,ltd,,31-08-2012,[68310],,"FIRST FLOOR, TELECOM HOUSE",BRIGHTON,BN1 6AF,125-135 PRESTON ROAD,,ENGLAND,68310,,,,
A&A PROPERTIES (N.I.) LIMITED,NI641967,Active,ltd,,04-11-2016,[68310],,18 MOVEAGH ROAD,COOKSTOWN,BT80 9HE,,CO. TYRONE.,NORTHERN IRELAND,68310,,,,
A&A PROPERTY SERVICES LTD.,5850322,Active,ltd,,19-06-2006,[68310],,54 BAMPTON STREET,TIVERTON,EX16 6AH,,DEVON,,68310,,,,
A&A SOUL TRADERS LIMITED,12385821,Active - Proposal to Strike off,ltd,,03-01-2020,[68310],,12 CLIFTON WALK,NEWCASTLE UPON TYNE,NE5 1JR,,,,68310,,,,
A&C LEISURE UK LTD,13636885,Active,ltd,,22-09-2021,[68310],,7 KING ST,NEWCASTLE UNDER LYME,ST5 1EH,,,ENGLAND,68310,,,,
A&H PROPERTY PARTNERS LTD,13854380,Active,ltd,,17-01-2022,[68310],,59 GALASHIELS ROAD,SUNDERLAND,SR4 8JL,,,ENGLAND,68310,,,,
A&K ESTATE AGENTS LIMITED,12073639,Active - Proposal to Strike off,ltd,,27-06-2019,[68310],,49 RAINSOUGH BROW,MANCHESTER,M25 9XW,PRESTWICH,,ENGLAND,68310,,,,
A&K PROPERTY SOLUTIONS LTD,10959421,Active,ltd,,12-09-2017,[68310],,GROUND FLOOR NELSON HOUSE,BOLTON,BL1 1JT,NELSON SQUARE,,ENGLAND,68310,,,,
A&L PROPERTY CONSULTANTS LTD,13951116,Active,ltd,,03-03-2022,[68310],,30 MEREHEATH MEREHEATH,WIRRAL,CH46 3SH,MORETON,MERSEYSIDE,ENGLAND,68310,,,,
A&MO THOMPSON LTD,12817239,Active,ltd,,17-08-2020,[68310],,SAFE STORE 1-2 ATLANTIC STREET,ALTRINCHAM,WA14 5FA,BROADHEATH,,ENGLAND,68310,,,,
A&Q ESTATES LTD,10006193,Active,ltd,,15-02-2016,[68310],,ABC ACCOUNT CENTRE,BIRMINGHAM,B1 1BD,ONE VICTORIA SQUARE,,ENGLAND,68310,,,,
A&R WEALTH INVESTORS GLOBAL LTD,13380387,Active,ltd,,06-05-2021,[68310],,OFFICE ONE,LONDON,EC1R 5HL,1 COLDBATH SQUARE,,ENGLAND,68310,,,,
A&Z PROPERTIES LIMITED,4418859,Active,ltd,,17-04-2002,[68310],,209 ROTTON PARK ROAD,BIRMINGHAM,B16 0LS,,,ENGLAND,68310,,,,
A-LIST PROPERTY DEVELOPMENTS LTD,10554451,Active,ltd,,10-01-2017,[68310],,8 SHERWOOD ROAD,LONDON,NW4 1AD,,,UNITED KINGDOM,68310,,,,
A-Z PROPERTY SOLUTIONS (N.I.) LIMITED,NI646924,Active,ltd,,17-07-2017,[68310],,5 FOREST HILLS,NEWRY,BT34 2FL,,CO. DOWN.,NORTHERN IRELAND,68310,,,,
A. KIRK LIMITED,4596267,Active - Proposal to Strike off,ltd,,20-11-2002,[68310],,151 CRANLEY GARDENS,,N10 3AG,LONDON,,,68310,,,,
A. W. GORE & CO. LIMITED,7180433,Active,ltd,,05-03-2010,[68310],,20 HAVELOCK ROAD,HASTINGS,TN34 1BP,,East Sussex,,68310,,,,
A.A PROPERTY AGENTS LTD,13710619,Active,ltd,,28-10-2021,[68310],,53 CROFTWOOD,HIGH WYCOMBE,HP13 7YE,,,ENGLAND,68310,,,,
A.A. PROPERTY SERVICES UK LIMITED,4085615,Active,ltd,,06-10-2000,[68310],,392 FINCHLEY ROAD,LONDON,NW2 2HR,,London,,68310,,,,
A.B. CONSULTATIONS LTD,14487394,Active,ltd,,16-11-2022,[68310],,86-90 PAUL STREET,LONDON,EC2A 4NE,,England,UNITED KINGDOM,68310,,,,
A.C PROPERTIES (WALSALL) LIMITED,8737787,Active,ltd,,17-10-2013,[68310],,1 HIGH STREET,WALSALL,WS8 6ED,BROWNHILLS,,ENGLAND,68310,,,,
A.D.N. FINANCIAL SOLUTIONS LTD,6702935,Active,ltd,,19-09-2008,[68310],,GROUND FLOOR CORNERSTONE HOUSE,PORTSMOUTH,PO2 0NB,120 LONDON ROAD,Hampshire,ENGLAND,68310,,,,
A.F.I PALACE LTD,14033117,Active,ltd,,07-04-2022,[68310],,41 CRAVEN ROAD,RUGBY,CV21 3JY,,,ENGLAND,68310,,,,
A.G.A. ENTERPRISE LTD.,3080864,Active,ltd,,18-07-1995,[68310],,126 BIRMINGHAM ROAD,BIRMINGHAM,B43 7AE,GREAT BARR,,,68310,,,,
A.H.LANSLEY RESIDENTIAL LIMITED,5210148,Active,ltd,,19-08-2004,[68310],,111 OXFORD ROAD,BERKSHIRE,RG1 7UH,READING,,,68310,,,,
A.H.S PROPERTY GROUP LTD,13282362,Active,ltd,,22-03-2021,[68310],,18 ORCHARD AVENUE,BRISTOL,BS35 2LZ,THORNBURY,,ENGLAND,68310,,,,
A.M. PROPERTY MANAGEMENT (UK) LIMITED,5697217,Active,ltd,,03-02-2006,[68310],,29 LAWRENCE ROAD,READING,RG30 6BH,TILEHURST,BERKS,ENGLAND,68310,,,,
A.M.B. PROPERTIES LIMITED,1242266,Active,ltd,,29-01-1976,[68310],,LYNTON HOUSE,LONDON,WC1H 9BQ,7-12 TAVISTOCK SQUARE,,,68310,,,,
A.M.D PROPERTY INVESTMENTS (UK) LTD,9125310,Active,ltd,,10-07-2014,[68310],,117 JERSEY ROAD,ISLEWORTH,TW7 4QR,,Middlesex,,68310,,,,
A.M.M PROPERTIES LTD,8746233,Active,ltd,,24-10-2013,[68310],,58 BELL STREET,LONDON,NW1 6SP,,,ENGLAND,68310,,,,
A.N. MCGUFFIE LIMITED,6767138,Active,ltd,,05-12-2008,[68310],,ST MARTINS COTTAGE THE GREEN,CARLISLE,CA4 8ET,WETHERAL,,ENGLAND,68310,,,,
A.P. ESTATE AGENCY LTD,SC510549,Active,ltd,,10-07-2015,[68310],,1 WEST HALL ROAD,BROXBURN,EH52 5QT,,,UNITED KINGDOM,68310,,,,
A.P.T LETTINGS LIMITED,7042642,Active,ltd,,14-10-2009,[68310],,33 EASTGATE STREET,STAFFORD,ST16 2LZ,,,ENGLAND,68310,,,,
A.S.T COMMERCIAL PROPERTY CONSULTANTS LIMITED,9298800,Active,ltd,,06-11-2014,[68310],,40 KILVERSTONE AVENUE,LEICESTER,LE5 6XJ,,,,68310,,,,
A1 BUSINESSES LTD,11437240,Active,ltd,,28-06-2018,[68310],,TOWER HOUSE BUSINESS CENTRE,YORK,YO10 4UA,FISHERGATE,,ENGLAND,68310,,,,
A1 PROPERTY LETTING (UK) LIMITED,8612876,Active,ltd,,17-07-2013,[68310],,3 BAKER STREET,ABERYSTWYTH,SY23 2BJ,,Ceredigion,WALES,68310,,,,
A1 RESIDENTIAL & COMMERCIAL SALES LTD,14014324,Active,ltd,,30-03-2022,[68310],,46 BALSTONIA DRIVE,STANFORD-LE-HOPE,SS17 8HX,,,ENGLAND,68310,,,,
A1MXR LIMITED,8732764,Active,ltd,,15-10-2013,[68310],,54 HIGH STREET,SEVENOAKS,TN13 1JG,,,ENGLAND,68310,,,,
A2 CONSULTANTS LIMITED,14497575,Active,ltd,,21-11-2022,[68310],,"3 HARRIS LODGE, 5",LONDON,SE9 6AU,DOWDING DRIVE,,ENGLAND,68310,,,,
A2M ESTATES LTD,14228453,Active,ltd,,12-07-2022,[68310],,"FLAT 19,",LONDON,E6 5YR,24 MAHINDRA WAY,,UNITED KINGDOM,68310,,,,
A2Z ESTATE AGENCY LIMITED,9736811,Active,ltd,,17-08-2015,[68310],,4 STREATFIELD ROAD,HARROW,HA3 9BS,,Middlesex,UNITED KINGDOM,68310,,,,
A55 LTD,10473117,Active,ltd,,10-11-2016,[68310],,62 EDGWARE ROAD,LONDON,W2 2EH,EDGWARE ROAD,,UNITED KINGDOM,68310,,,,
A7Z LTD,13175633,Active,ltd,,03-02-2021,[68310],,S B C HOUSE,WALLINGTON,SM6 7AH,RESTMOR WAY,,ENGLAND,68310,,,,
AA ANIS LIMITED,10460505,Active,ltd,,03-11-2016,[68310],,71-75 SHELTON STREET,LONDON,WC2H 9JQ,COVENT GARDEN,,ENGLAND,68310,,,,
AA DEAL SOURCING LTD,12233088,Active,ltd,,30-09-2019,[68310],,47 PICKERSLEIGH GROVE,MALVERN,WR14 2LX,,,ENGLAND,68310,,,,
AA ESTATE AGENCY LIMITED,10957487,Active,ltd,,12-09-2017,[68310],,FLAT 9,LONDON,NW2 5AB,1- DEAN ROAD,,ENGLAND,68310,,,,
AA ESTATE AGENTS LIMITED,11487396,Active,ltd,,27-07-2018,[68310],,107 WESTBOURNE PARK ROAD,LONDON,W2 5QL,,,UNITED KINGDOM,68310,,,,
AA HOMES & DEVELOPMENTS LIMITED,9971467,Active,ltd,,26-01-2016,[68310],,152-160 CITY ROAD,LONDON,EC1V 2NX,,,ENGLAND,68310,,,,
AA PROPERTIES & MANAGEMENT LTD,13799603,Active,ltd,,14-12-2021,[68310],,71-75 SHELTON STREET,LONDON,WC2H 9JQ,COVENT GARDEN,,UNITED KINGDOM,68310,,,,
AA PROPERTY ADVISORS LIMITED,14262654,Active,ltd,,28-07-2022,[68310],,128 CITY ROAD,LONDON,EC1V 2NX,,,UNITED KINGDOM,68310,,,,
AA RESIDENTIAL SALES AND LETTINGS LIMITED,13822511,Active,ltd,,30-12-2021,[68310],,11 COLEHILL LANE,LONDON,SW6 5EF,,,ENGLAND,68310,,,,
AA SOURCING LTD,12572833,Active,ltd,,27-04-2020,[68310],,1 MARKET HILL,CALNE,SN11 0BT,,WILTSHIRE,ENGLAND,68310,,,,
AAA PROPERTIES NORTH WEST LIMITED,10413584,Active,ltd,,06-10-2016,[68310],,PENNY LANE BUSINESS CENTRE,LIVERPOOL,L15 5AN,374 SMITHDOWN ROAD,,ENGLAND,68310,,,,
AADAMS PROPERTY SERVICES LIMITED,7936442,Active,ltd,,06-02-2012,[68310],,52 NORWOOD ROAD,SOUTHALL,UB2 4DW,,,,68310,,,,
AADS PROPERTY MANAGEMENT LTD,9641378,Active,ltd,,16-06-2015,[68310],,81 CECIL STREET,WATFORD,WD24 5AS,,,ENGLAND,68310,,,,
AAEA SERVICES LIMITED,14438754,Active,ltd,,24-10-2022,[68310],,UNIT 5 NORTH CIRCULAR BUSINESS PARK,LONDON,NW10 0AB,GREAT CENTRAL WAY,,ENGLAND,68310,,,,
AAHIL CONSULTANCY MANCHESTER LIMITED,9487551,Active,ltd,,13-03-2015,[68310],,64 MELLAND ROAD,MANCHESTER,M18 7SR,,,ENGLAND,68310,,,,
AAILISTINGS LTD.,14011093,Active,ltd,,29-03-2022,[68310],,23 DISRAELI CLOSE,LONDON,W4 5JW,,,ENGLAND,68310,,,,
AAJO REAL ESTATE UK LTD,13101094,Active,ltd,,29-12-2020,[68310],,337 FOREST ROAD,LONDON,E17 5JR,,,ENGLAND,68310,,,,
AAN GROUP UK LTD,13389890,Active,ltd,,12-05-2021,[68310],,71-75 SHELTON STREET,LONDON,WC2H 9JQ,COVENT GARDEN,,ENGLAND,68310,,,,
AAO PROPERTIES LTD,14107588,Active,ltd,,15-05-2022,[68310],,3 CANDLE GROVE,LONDON,SE15 3JP,,,ENGLAND,68310,,,,
AAR PROPERTIES LDN LTD,13842293,Active,ltd,,11-01-2022,[68310],,10 PENNINE DRIVE,LONDON,NW2 1PB,,,UNITED KINGDOM,68310,,,,
AAR PROPERTY SOURCING LTD,13894440,Active,ltd,,04-02-2022,[68310],,UNIT 4 EARLS HOUSE EARLSWAY,GATESHEAD,NE11 0RY,TEAM VALLEY TRADING ESTATE,,UNITED KINGDOM,68310,,,,
